,time,running_objective,current_value,episode_id,iteration_id,throttle action [µm],jet length [mm],jet velocity [mm/s]
0,0.0,3.710643090512779,0.003710643090512779,1,1,20.0,0.0,0.0
1,0.0009999999999997715,3.36678189281754,0.007077424983330319,1,1,19.046039784528777,0.09142370079572512,437.9688327340265
2,0.0019999000000002366,0.8472978572097882,0.007924722840540107,1,1,9.504826398813824,1.0058151226359837,690.516718376869
3,0.0029998999999986346,0.5088992585436221,0.008433622099083729,1,1,7.343674513915324,1.212931205775237,624.7931706399755
4,0.0039998999999974385,0.16988338384495222,0.00860350548292868,1,1,-4.400776926815091,2.338472079612286,522.6957309439107
5,0.004999800000000173,0.23707921633725562,0.008840584699265935,1,1,-5.180637473427296,2.4132107700938867,229.81403529651774
6,0.005999700000002908,0.29536596452332176,0.009135950663789257,1,1,-5.770896099486085,2.469778776962222,36.15071710440577
7,0.006999600000005642,0.41693422693235593,0.009552884890721612,1,1,-6.837600246318281,2.5720074015693535,-3.7136480795819233
8,0.007999500000006755,0.3584634525216741,0.009911348343243287,1,1,-6.34732223501461,2.525021133709106,7.175639466572498
9,0.008999500000000816,0.27756347456371244,0.010188911817807,1,1,-5.597340319439397,2.4531458907589756,-12.031238022930651
10,0.009999499999994877,0.36153446609020995,0.01055044628389721,1,1,-6.374026065977065,2.527580321201852,-8.986044293345962
11,0.0,4.173929809264126,0.004173929809264126,2,1,20.0,-0.1167168178410065,7.421538947424323
12,0.0009999999999997715,2.9460407259193344,0.007119970535183461,2,1,17.809804233236676,0.20989953167567316,435.0164336085068
13,0.0019999000000002366,1.2302920348787312,0.008350262570062193,2,1,11.473789299573694,0.817117656853268,656.2442209040028
14,0.0029998999999986346,0.2823419523170049,0.008632604522379198,2,1,5.44445894915132,1.3949443680891387,627.1922532389556
15,0.0039998999999974385,0.0003928001215201191,0.008632997322500717,2,1,0.10680320845990021,1.906483773478815,508.9012049377098
16,0.004999800000000173,0.23679035655873976,0.008869787679059457,2,1,-5.177541379339434,2.4129140529195925,303.0180288461902
17,0.005999700000002908,0.46379879811892344,0.00933358647717838,2,1,-7.206181162786298,2.6073307105288794,85.64668610504006
18,0.006999600000005642,0.4867589346712563,0.009820345411849635,2,1,-7.379950587991804,2.623984071622755,11.031801008352195
19,0.007999500000006755,0.30440159488618457,0.01012474700673582,2,1,-5.856982740015733,2.4780289734994057,2.104237778807559
20,0.008999500000000816,0.22425997137082251,0.010349006978106643,2,1,-5.041369688169559,2.3998639070660643,-12.035377213168776
21,0.009999499999994877,0.43540224499667346,0.010784409223103317,2,1,-6.985203765918437,2.586153127767856,3.2419875067119603
22,0.0,3.6846270050628154,0.0036846270050628154,3,1,19.929413431453398,0.006764732132790137,-9.665561106182741
23,0.0009999999999997715,2.9056517874978067,0.006590278792560623,3,1,17.68661273312244,0.22170570835302766,425.78589809746205
24,0.0019999000000002366,1.5494666255973086,0.008139745418157932,3,1,12.888607069951277,0.681527226118605,638.9675071763878
25,0.0029998999999986346,0.22352477916741256,0.008363270197325344,3,1,4.833263384716362,1.4535188867161806,671.5070304589098
26,0.0039998999999974385,0.05276418993572283,0.008416034387261068,3,1,-2.496851364944872,2.1560075301658777,527.4332984713204
27,0.004999800000000173,0.17990500203258827,0.008595939389293657,3,1,-4.525813252451472,2.3504550569295644,264.5395392594222
28,0.005999700000002908,0.31575117484883364,0.00891169056414249,3,1,-5.963324807085497,2.488220368448704,58.1566898064799
29,0.006999600000005642,0.2882410289809163,0.009199931593123406,3,1,-5.702080760197439,2.463183792300127,-13.79773411382383
30,0.007999500000006755,0.31913134491542544,0.00951906293803883,3,1,-5.994625206048796,2.491220072485831,1.4332122321706566
31,0.008999500000000816,0.5162184815050371,0.010035281419543868,3,1,-7.597012588913636,2.6447864186227252,18.546000997032014
32,0.009999499999994877,0.188410467748226,0.010223691887292094,3,1,-4.629225872605627,2.360365705497655,2.4134371376936
33,0.0,3.629516985185194,0.003629516985185194,4,1,19.77906172396813,0.021173833577832608,-13.837870939808726
34,0.0009999999999997715,3.469736426672045,0.007099253411857239,4,1,19.33657365254581,0.06358010628325017,429.71424233622247
35,0.0019999000000002366,1.3623419191915003,0.00846159533104874,4,1,12.079081190197217,0.7591089225213979,678.3868288676333
36,0.0029998999999986346,0.19951271944218396,0.008661108050490923,4,1,4.560760211487072,1.4796344921378322,662.8634368565399
37,0.0039998999999974385,0.02842104939611921,0.008689529099887043,4,1,-1.8591040169934292,2.0948883956602744,511.03462241651016
38,0.004999800000000173,0.15300119395969913,0.008842530293846742,4,1,-4.181491304354994,2.317456629689468,262.7911451787884
39,0.005999700000002908,0.4152592440453734,0.009257789537892115,4,1,-6.824052878886513,2.57070907649608,61.14605078201815
40,0.006999600000005642,0.23221746532535356,0.009490007003217468,4,1,-5.128273660121185,2.4081924333513465,-1.3179980589867561
41,0.007999500000006755,0.5136747173483802,0.010003681720565849,4,1,-7.578518303849191,2.643014000908924,-18.145304543034705
42,0.008999500000000816,0.24509256632304635,0.010248774286888895,4,1,-5.265787478636175,2.421371203278331,-13.713320253541125
43,0.009999499999994877,0.4466228785803496,0.010695397165469245,4,1,-7.073357792950707,2.594601454291993,-10.111913466803585
44,0.0,3.702905192101607,0.003702905192101607,5,1,19.979031542174145,0.002009532455681832,1.9453490991020075
45,0.0009999999999997715,3.1111249089661213,0.006814030101067728,5,1,18.30476131596899,0.1624648404751691,417.05968978586696
46,0.0019999000000002366,0.9723579315216528,0.007786388032589381,5,1,10.189269585538817,0.9402208472144362,650.011000648493
